exp1	exp2	exp3	exp4	exp5	exp6
C09665	-0.477712547012077	0.284316191091672	0.447188487920082	-0.493056039588806	-0.538306431234528	-0.5689323983516
C16838	1.199150903473	-0.260687440884674	-0.602389590936304	-0.623563101999395	-0.126255169364634	0.671880159135203
C01227	0.211629099783917	0.309377232396851	-1.97049155030579	-0.384323945440014	0.453932196914983	0.00620704992794621
C08284	-0.195402604138007	-0.681754033101725	3.21217058720129	-1.02772585771722	-1.53476071718555	-0.751211827451783
C03406	-1.467160994051	0.563028231524125	1.5289493271626	0.124006792030195	0.597974354521586	-2.14389548300414
C05472	-1.33217695924778	-2.44358691769653	0.399590404170664	-1.36498775111661	1.33417084999668	0.453131996182532
C08153	0.487427603118862	0.0944565860897651	-0.198464184545794	0.107932911976123	-1.0430985996285	-0.150511833705952
C01324	0.810867243075707	0.152282473691261	-0.0157334048965755	1.10295472839338	0.013811262922478	-1.68809867429501
C14591	0.602696728954717	-0.0380600039322041	0.361463433927473	0.233861945801175	-0.211798880189835	0.11366689128679
C08585	-0.354438001280234	-0.464410392460977	0.757893547213932	0.494737475055763	-0.794786694229971	1.97308103492772
C16314	0.223864792583891	-1.36505234556772	-0.436371403716255	-1.01970787726844	0.394456304777695	1.7788061483475
C11849	0.508961469409368	0.430369591809918	-1.52760587048269	-0.639749191595042	1.21851804104118	-1.12846258834626
C12893	0.467259650911926	0.309726281987682	-0.427662379790548	0.664205586236265	-0.0659859915528194	0.737672686344196
C04608	0.891795304360982	0.692098112848959	1.54144841639793	1.77261731898373	1.34556482408537	-1.3167605048914
C11993	1.29849381673921	-0.340932625131597	0.978911085823972	1.12558143076503	-0.312973602883142	-0.468411033804725
C00676	-0.0454813720027824	2.1716064104002	-0.363563404954274	-0.0188767815999802	-0.292244627787971	-0.2115207871811
C07663	-1.1783538623201	0.18159809042451	-0.773052531318024	0.661822609485018	0.989930459735772	0.486750581567958
C07187	1.8412000779556	-0.685791103076899	-0.767850526544635	-0.633603545621962	1.19748264531646	-0.779162513927436
C07569	-0.379768793749948	1.80124374240185	-1.00833205259025	0.703100754016281	0.386944759930889	0.60816856959574
C00014	0.518056814556752	0.505709837428041	2.10340224510976	-1.09848772187618	-0.388778380381695	0.0247822211712456
C05676	-0.43967181359474	-0.715161547057263	-1.11586594306987	0.658093935448404	-0.811497135174753	-0.630074211465401
C06422	-1.18340028200835	1.51546623719728	-1.19882544280633	1.79470513586611	-1.05136693780892	0.0540125457570075
C04540	0.156901330249966	-0.406277645799566	0.658110721331031	-0.105993653243377	0.114452695917264	-0.110103132358255
C14326	-0.699205220831284	-0.228832720924231	-1.35446524401332	0.0969194404348051	-1.22265620872928	1.65763616652541
C11733	-0.877455016856579	1.26043012950811	-0.312728710192652	0.181389072335177	-0.336325376471648	0.0471709692678682
C06832	-0.948324563508166	-1.55333178006643	0.428569624963761	0.212356744884972	-1.62898375072671	0.583391956631613
C07185	0.564455853920657	-1.14014397843754	0.821824268881191	1.59263986657103	-0.675700510193703	-0.393076392378714
C14196	-0.518803625937577	-0.12262091372588	-1.70824969034575	-0.324349899340213	-2.16359615767729	-1.33492494492964
C04426	0.500901974734734	1.53441076698279	0.521636492853371	0.260334540631281	-1.18463673253274	-0.521651369486096
C15233	-0.0834826300117249	0.696670922054053	-0.723510505775489	2.64303076539826	0.324078465542531	-1.04206562991151
C06189	0.302062267601496	-0.765289556739914	2.36124540831313	0.101226239792007	0.876409604464716	-0.975348567796183
C00770	0.0042289687258878	1.45357620980121	-0.849656463838713	-2.21853117854206	0.818927920700114	-1.01376285036553
C01290	0.127207054358958	0.928981477338249	0.172209789019533	0.00676011041136515	0.659874100476545	-0.508927307994206
C01164	1.00345358935435	1.52251796074607	0.194344118721277	0.237227880541156	1.28202658610122	0.0943161590369453
C00431	-0.177098975488486	-2.43766411812477	0.936691024142571	-1.66470409462088	-1.25856669103284	1.07145654039152
C04652	-0.757813415458393	-0.251252175912422	-0.253179746867445	-1.2317235680706	1.25718821773641	-0.0915101829380597
C00546	-0.165208997194385	0.087654804000309	-0.0275930459578292	0.983552178930783	0.129289752048448	1.61420374291125
C02367	-0.143606063721338	1.77429672103316	-1.75844594861349	-0.185895379820257	-0.444434519714566	-0.311635819398894
C11131	0.305578928192263	0.18400312022469	-1.47172565682205	0.549346137898559	-0.825103725179611	-0.169999187686147
C07733	0.521876842637034	0.547481934840312	2.0967935173395	1.15713621369177	-0.414349120811743	1.62445302798552
C02766	1.57504626323937	-0.291852059190736	0.00186480120647489	-1.54580646777508	0.611393681419824	-0.339725629980599
C05950	1.02685224724412	0.12901671622204	1.15944073913937	-0.647076260100723	0.0719234403432323	-0.0305149005368033
C01673	-0.335227482280735	-0.991085557983911	0.404285985134329	-0.460742756039139	-0.0438960240299823	-0.198383275714587
C08319	-0.320344729461379	-0.80138095128369	-1.05892776453076	-2.109609122309	0.325810879841898	1.02519423241053
C11132	-0.531602780599602	1.42599955991825	-0.552286984731016	2.43182575966173	0.336110417667842	0.136604390130978
C03505	-0.102232765573024	-1.25314718920769	-0.695665323042214	-0.476050280833681	0.75288572685075	-0.621801152080199
C02293	-0.24390583881025	-0.538944475330672	-0.82746521367407	-1.07962301330347	0.0246374313173808	0.452868549963119
C07647	-0.894026838702033	-1.18086912165976	1.71506296047112	-1.19122986548299	0.840669919958264	-0.439820842472264
C15606	-0.203794344239965	0.00191837921464034	-0.133108601771354	0.980417638641941	-0.90840174604992	1.66308044719643
C09631	1.54520164004113	-0.189064225763639	1.06461481241633	-1.14519546003034	1.93116112482183	1.2588218151908
C03057	0.467245736768157	0.567714781556038	0.516690934164723	0.124711039704805	-0.65991533695169	-1.03516065241053
C07005	2.6953674706282	0.0340193481343318	-0.658200975359137	0.341858929750535	-0.078345138922399	0.844719116853824
C12012	0.757908972212442	-0.794167038628365	-0.279790504941123	0.724183935407893	-0.643959507090838	0.346024994385063
C00548	-0.0208528892990833	-0.78864356397104	0.126939931482469	-0.23369323716272	0.0709619111995411	-0.715006849273297
C09981	-0.248434000455478	0.618637893299962	-0.319964158375334	0.715913501645663	1.36799902097661	-0.000361037063043172
C13690	0.184165594001622	0.525034873757123	0.586697453377976	0.29199792899594	-1.23136421701501	-2.07984994704208
C03287	-0.435297020811081	0.722185294800542	0.480983467326322	0.579052376671502	-0.589451759277096	1.62818503632067
C06174	-0.436201465450728	1.69007789978922	-0.130989635421193	0.190590258658281	-1.29955079971262	0.132685760797466
C04315	0.0409150162341523	0.662590974167828	-0.947743963221708	-0.0322970426450389	-1.66229219441063	-0.422085311820301
C14807	-1.1273397868136	-1.41765392018993	1.89427245826007	-0.957920812812777	0.8916918377845	-0.567757322608893
C05528	0.462856631491376	-0.43767154191642	0.245835132657183	0.415787349485483	0.117865788533689	1.03689303230111
C01661	1.22297928904726	-0.642598982387596	0.222431942678115	0.129906879342286	0.879651981887889	0.12009924248873
C16312	-0.667216836141426	0.549981513058107	-0.52641549414699	0.801435741492611	-0.141552944704485	0.764160474185845
C11525	1.57352529286589	0.470269215961906	-0.431097599472423	-0.7087103083719	-0.465330341539756	-0.891462927641793
C08123	0.608428269881764	-0.213688595110937	-0.527957970692378	1.92523207700719	-1.57512902725723	0.0829752857969501
C01345	-0.305278539858636	-0.0798646296694231	0.237586109987651	-1.01645066686043	0.205246413323992	-0.495788498917684
C02269	0.905041354685286	0.419925162129081	1.08230016510754	-0.409890371362097	-0.758151137655499	-0.505681025953818
C01009	0.0468058483322253	1.33386753989543	-0.560806995989988	-0.712595900232406	0.766375496134695	-0.889208907949328
C04237	0.472966219480448	-0.68048700469561	0.498525901620997	1.8461832166816	-1.08192094905445	-0.9119414190722
C16737	-0.107324625036054	0.462344652658025	0.146148009176055	-0.742673014642783	0.605772555535527	-0.909400423089679
C03946	-0.619364892269899	0.886551783759431	0.561667630004959	0.281281113339152	-0.952891521414134	-0.524741080073479
C12369	-0.955524590259896	0.70382621885964	-0.379563356576284	0.201044775269635	-0.49558440773947	-1.44796581937814
C02634	0.354558385357571	-1.28000093737714	1.73025426903972	0.724938918121698	0.272076059979987	-1.09280579624665
C02430	1.25582084367663	-0.120824268736779	-0.0467847193335472	0.0886318739104799	-1.02974206309146	-0.805474678705968
C12626	-0.0582432103539451	-0.299049061026905	-0.94239538467087	0.484779760945204	-1.48798973367398	0.992957961131525
C06006	0.442466422456994	-1.87706559021092	-0.163759232306994	-1.95758227696198	1.27042899072631	1.57798945947727
C06150	0.365366879008517	-0.0355853035627554	0.332237210587194	-0.289775434564641	0.751425231315809	1.6279572433696
C03313	0.211457948782524	0.701442163088456	0.0767246661123583	1.23887081957116	0.379500476861982	0.391852182336908
C06875	1.94900662585332	-0.515565009109183	0.694426708701174	0.471197303587691	-0.530918739506642	-1.16805235835575
C02505	0.324550221782942	-0.89325214541486	1.08986649411713	-1.34817619069665	0.41170506975886	0.113420254156061
C01529	0.244261925724215	-0.275974100328587	0.0971055724353577	-0.55067177704768	2.61905825696377	-0.489760864194922
C01301	0.850564894886417	-0.318722486285646	0.544775357008557	-0.490357347887383	0.641243067126809	-0.0982928736195512
C01571	-0.502315447569678	-0.811979426464481	0.394234286417687	-1.44139793914006	-0.996978064503414	2.48711034047649
C02347	0.068556789723821	0.746023494032433	0.616225712680214	-0.360000329027692	0.667120526351357	0.647002700839353
C06273	1.0121910332112	-1.09907222527109	-0.745897979176677	-1.25962180585057	0.0455790719576214	1.044738658794
C07323	-0.0955506359779781	-0.624648099479053	0.114615355632989	-1.08093506433763	0.231436507246818	-3.20819017843502
C14147	-0.217663936563519	-1.32885849701746	0.151785027916228	0.161572641262387	-0.526482879438853	-0.701632974273617
C06312	0.506080363738793	0.728890096529019	-0.344368718623907	1.29911942099418	-0.06608029516632	-0.579092811981638
C09329	0.112798404246169	-0.543130385012222	-1.10175347527175	-0.367189766916115	-1.42511565659668	0.566241094242638
C11208	1.03898084757145	-2.7596797243838	0.432666845625382	1.6027614831317	-0.43513788607688	0.0532889512706268
C08365	-0.567567858882847	0.304181642959975	1.08555684019784	-0.76248364636989	-1.30258305018381	0.0429167105351984
C02557	-0.308208201306419	-0.844275942149011	1.26927029279119	1.61460826412728	-0.261636692752082	-0.209766654953333
C06899	1.25503617912536	-0.715651876101122	-2.91149639909304	-0.330058602464858	-1.2542707973569	-0.738578299961547
C12486	-0.31420272090416	0.499619581504784	-1.27433445477751	0.0980090697604031	0.949044575580266	-0.199122355795151
C06112	-1.19158129727155	-0.81556138410073	0.754645772891726	1.35992129800035	0.725069842808161	0.312301711690072
C05852	1.32516879447272	-1.06493969825359	-0.40692296717008	0.6889963225334	-0.651704201058304	-1.03941714948864
C03312	0.33807133874238	-1.95774470304122	-0.291403495996887	1.52156985515266	0.0884305374064528	0.153678764053383
C05801	0.556645456148746	-0.32460498618384	-2.07522026171831	-1.10743467049749	-0.00180400419830585	-2.55369351546118
C01079	-0.523098243568874	0.757256656563071	-0.204780891351533	0.752409321645238	-0.681549656687553	-0.948184831905165
C02682	-1.46915120447156	0.997947373154489	0.657317164674923	-0.842960274818203	0.625144014812102	0.165723437358399
C11933	-0.23935096288303	0.852732003437543	0.572864492512674	-0.293272430537958	-1.56886822698079	0.272013202181851
C00226	0.329209352480167	0.775759442439455	-0.891655036473818	0.960372473292201	1.08668656547483	-0.0126538879542938
C01904	1.14310562622366	0.673449367477071	1.38817919554677	0.250274151745017	0.515412107514151	-0.0293546224114333
C05272	-1.19764281736972	1.59129780847864	-1.51982541284639	1.18373114496774	-1.46600342860439	-0.541748709686395
C00379	-3.32855581940446	0.78370100115914	0.541709894821619	0.198041238139061	-0.327683372101288	-0.357812055969095
C03232	-0.386703593219473	0.593819075595538	-0.73000938425801	0.291346407011816	-1.53105207237843	-0.198939119525481
C03444	2.13378355980035	-0.575405999058911	-0.0762273460998542	0.890809594125436	1.49356170350517	0.754553268353976
C02147	1.11762075536191	1.30118628712051	1.51127344210299	1.16310118168985	0.417762527598632	0.497042225126084
C13734	2.21214160963999	-1.08934006306182	1.11530205456459	0.892992036725433	-0.363757968575868	-1.15378846178741
C04586	0.60658877960448	1.37240668116971	1.16972370000137	0.539585892128261	-0.263807890865455	-1.89517148639364
C06411	0.724092653420708	-0.00017608005781621	-0.390735902264397	-0.1286550274422	-1.79101045682854	1.86478475951289
C08050	-0.852744911757356	1.08074961513744	-0.0937551770958958	0.0698691229775771	0.219664243304542	-0.0311438185129016
C16633	-0.730945933334871	-0.414854129071216	-1.04028531174003	-0.544266508278124	-0.184460050071308	1.57390659673042
C00489	-0.134315423258809	-1.13535935816028	-0.0577112965497927	0.745330832154915	-1.92463807974964	-1.15647603266814
C12370	0.409434928108133	-0.17244723302681	0.147831594886585	0.129611708674256	0.355164697370198	0.56758212295751
C08386	0.142452036851888	0.101710033025981	-0.148787568381647	0.78712507327206	-0.217549472692097	-1.52956291884416
C02477	0.0270878103180276	1.85552488796811	0.838467055455716	1.40506457854822	-0.31217084735046	1.74993935549655
C12978	-0.784586522247617	0.747631943353173	0.331778512318782	-0.591780797509868	-0.649120341327639	-0.336334476954513
C00182	-0.204359607241987	0.091707164555004	-0.79278901468726	0.661972644481792	-0.131773121410295	-0.518492824072868
C00917	-0.0391812206540652	0.102416364543461	0.208286549465909	0.0838789408328059	-0.284291178115135	0.713346443393135
C08599	0.514311902146479	0.870507895515905	-0.452891541402728	0.855414234933741	0.46670262924965	0.0107178903634101
C09666	-1.33700179236491	-1.10853209373061	0.150367049261669	0.354543813876925	0.384795198593588	-1.42988633582822
C08896	-0.797999533549077	0.697496408370888	0.1723726707795	-0.364525649248495	-0.155724385730272	0.592982780546713
C07890	1.20578636130569	2.70281962305222	0.214894214920005	1.3334671080427	-1.67373314785364	1.75234319955209
C01356	0.349606489897197	-0.114934141911302	-1.11426090479942	0.0659401773148185	-1.30018246869909	-1.12324316940228
C05479	0.682025672471043	1.63385342857399	0.958760272809181	-0.993631880940536	-1.27982834388678	0.252963274061629
C02537	1.56769642939209	-0.0948735568492722	-0.369697403404029	1.09632442214782	1.77276353976403	1.05702470017111
C03623	0.494044646337736	0.30627913421764	-0.796720841713055	-2.21496970549547	-0.721969640796634	-1.22278049659624
C09426	0.181147362185968	0.539843513792582	0.738301982578521	0.313571995135374	-1.53245110984518	0.662384366351499
C15221	-0.646562357802887	1.09861058583882	-0.280543200744493	-0.593509580201284	0.0416024500462348	1.34001637286908
C04318	-0.595050085529419	-0.871810649616659	-0.177021956214422	0.410000635989857	0.032513537096712	0.691422506176372
C14572	0.000803573668489675	-0.245884784982363	0.254191753537882	0.892355782527721	-0.150068367571869	-0.744325114318545
C16795	1.79145213795654	-0.985692632732981	0.159451674460564	-1.66927139766614	-2.34089602639872	-0.933612109695211
C04625	0.719620585233684	-0.190190429064924	-0.689830798158398	-0.150122665000488	-0.959422927472967	0.470392230249559
C11033	0.0387125985834627	-1.51270795964301	0.0455379733872157	1.38962110170042	1.15769641543547	-1.79124598923236
C07842	-1.02125504556227	0.820470911591518	0.828797175526965	0.325988487017161	0.558918812726019	-1.75207115765449
C09162	-1.14385702826443	-0.746717661420849	-0.340165055754023	2.10742961676889	-0.480822847830519	1.36011014609242
C01041	0.149500763982602	-0.0317441243109469	1.03742038652705	-0.830712767271356	-0.75491412486312	0.300885739025617
C08313	1.41557809224012	0.587640540360728	-2.69889630502035	-0.287775699606588	-1.40433780856329	-0.219436007715792
C11134	0.421930767230798	-0.258794236763921	0.846596375016637	1.01577127985745	-0.408167472247432	-0.436712296317806
C10101	-0.64627344360205	-0.990039708409025	-0.349175274610551	-1.6168215248424	-1.20304508921749	1.71627849342443
C01097	-0.982812880593547	0.888531476564351	0.544466014672121	-1.93125598319504	-1.29233357891574	-0.0317094742880847
C05650	0.609480043060904	-1.07976505509604	-0.565894742525339	0.447906245515792	-1.1197240546084	-0.0554472163340427
C01448	-0.449391446697593	0.584783907505214	0.249633011784821	-1.06939945788257	-0.0229399003659293	0.433402018879346
C07839	-0.109772559419975	-0.144483487254335	-1.46001362745533	1.52945916763903	-1.13063905878169	0.626410637189684
C00414	-2.0131300098196	0.682669502300696	0.595818969661318	-0.14343898942057	-0.740507784897313	1.9629398221737
C15536	0.751001522545279	-0.803695148649375	1.11510110553442	0.0438966916569536	-0.686668783585669	-0.146962218368318
C08645	1.20488867204506	0.557822023535579	1.46571815600024	0.531584034141172	2.83134772819142	-1.4837634507427
C01495	1.09428641422864	0.624906392066934	-1.49406930746087	-0.148313955725574	0.231347836638968	0.392636652609994
C03196	0.111683061171179	1.02621540454004	-1.66974137042434	0.459489085748328	1.17874994722118	1.03029919052838
C05271	-0.257025543904426	-1.2727333820532	-0.560930125656332	-1.03404584968768	0.015966720053587	0.0431637556576052
C01250	-0.614124160004321	-0.124218759375432	-0.0536188500994541	-0.547991032347902	-1.0978791015459	1.07968676754794
C04743	-0.443572387913628	-0.479583749605295	-1.07119747026143	0.0170349057588784	-0.804348613315105	1.18303991987245
C14701	0.462320044827828	-0.241286252088204	-1.25965908447865	-0.00459724708775929	0.601727192673019	-0.0427727010601884
C14168	0.944808895152089	-0.340935095982108	-0.460408496934643	1.69918962110915	0.651695243816549	-0.114867466713655
C08868	-1.52230161731019	-0.425429188720712	-1.33569481818792	-1.41787301306339	-0.357161228683214	0.859500566662876
C04902	0.0408877046899342	0.322853152542528	-1.06524852745013	-0.898918631579416	-1.09454360391348	0.750256288958117
C03476	-0.259465490938736	0.639624638750723	-0.253143159375935	1.14315511970356	-0.317829858984948	-0.0787815586647349
C12260	-0.970537916319779	0.130905774259714	0.365811380905881	-0.982828958883301	-0.181506822416938	1.99008848148683
C01222	0.403900300743609	1.05630607005449	2.35742935977704	0.611646174477862	-1.17070396450262	-1.36370131436604
C06503	-0.176813939391844	0.0558138718384823	-0.173250567703178	-0.398180228773042	0.210648943575108	2.02305592931432
C01433	-0.084427729197856	0.617991455779413	-0.302539627807449	-0.35424162145553	-0.113080525572552	0.0148738878873947
C07626	0.962217814818973	0.278835017848532	-0.00762817923759552	-0.540744432858378	-0.105684139689823	-0.95414811300034
C08401	1.43980271948675	-0.48409172330457	0.501161752621097	1.06462888083763	0.843743247650125	-1.50176683700488
C11316	-0.876969565757483	0.603144934970745	-0.488874651217367	-0.970727075084402	-0.160255107487873	-1.92260153751869
C00538	0.0573291287438985	-0.897365515947879	-0.337889319732799	0.282085410470992	0.00769564926556698	0.358704627399712
C05575	0.220331621492391	-1.69170474171081	-0.299894806014124	-1.97424945422293	1.21330823373708	-1.05727046882643
C16529	-0.184742136013046	-1.53441699946003	-1.45103464196485	-1.2098276354045	-1.56206526862181	-0.93277919086949
C00003	0.0807787789847811	-0.0164443657511029	0.19683868041065	-0.587304273781093	-0.437535282426379	0.651349043578808
C03093	0.911286417814571	0.560069096218166	-0.360175865096494	0.782233636405203	-0.865109931853182	0.9728943975873
C06665	-0.420374450861621	1.57986449433264	-0.476983092461958	0.912526669851329	-1.97007120417487	-2.1154508807277
C13086	-0.35763554695447	0.28805873212864	-0.874812705836828	0.0433227746923718	-0.440954966744576	0.548433148164032
C04036	-0.681920226904191	1.2935924386096	0.222764771044016	-0.0122630289248695	-1.62260995126502	1.52647984449791
C15770	-1.38890082609947	-1.07247413226012	0.613626240643549	-0.0779051794159201	-0.367435466806525	-0.30160770788258
C06076	0.617924432085265	-0.615153782628354	0.0173459244194223	1.28822403659423	-0.779892908008551	-0.658031803877729
C04794	-0.030454062761826	0.168966297916471	-0.700747657013601	1.22029231083796	-0.218616034354156	-0.686075394032248
C01792	-0.475930588682788	0.115685957303581	-0.350794937467185	0.119646324826061	0.791732399507844	0.707283669470669
C07573	-0.209251687784792	1.03107158468583	-1.02002891487985	-1.40458476716695	1.87959479299945	1.20664596065565
C12013	0.511206875715555	-0.087435834346765	1.56901403199016	-0.94076753848511	1.10639872282752	1.37459065945964
C11754	1.04320451422658	0.793733010408389	0.550680514218032	0.0874462559916189	-1.45793968077555	0.0183488621550296
C05227	0.959953661458214	-0.618874686289018	-0.341316373346277	2.39149518935661	-0.284022780089409	1.91216101083884
C05382	0.452854484082858	-0.647042800572436	-1.47866886741061	0.453745186923356	-0.381425384609527	-1.80000242411757
C06539	-0.130727676906447	-0.269630009395252	0.0438456496090276	2.12127532590301	0.486412912827626	-0.481696572007338
C08113	-0.191410249067306	1.27101949431125	-0.986515758323334	-0.863149842859132	-0.163847249235246	0.223512364619826
C08612	0.0759877098935118	-0.45842071659269	-0.374030224700981	-0.618924142797198	-0.865969633528329	-0.24588972188264
C05773	0.383942458035257	-0.189256857935006	0.464898946156621	-0.558925728356946	0.856287022894775	-0.646919234576536
C06817	0.580966274776156	0.666439321141147	-0.576050031664945	-0.704277832911998	0.459813505673932	0.955900981094507
C13553	-0.0858797164347998	-1.18140985182423	0.510035514590136	-0.351688224779578	0.498005393036086	2.0257094134155
C04590	-2.49851358290067	-0.771122124135632	0.338504313313471	0.803777609294091	0.487241724387473	0.956875953511904
C03228	0.67031261452626	-1.53127491218242	0.54408980022839	0.335708757106891	-2.09097559835657	-0.275512866434743
C03455	0.324260809871704	0.311904515514319	0.316359171717202	1.25015810442806	-1.29306982630782	0.445260486417556
C02066	-0.107420732349455	1.69265283521217	-0.533329123134992	2.22854315676496	-0.732920878672962	0.301153532068345
C06710	-0.251324075602318	-0.4868740830213	1.40995556122892	-1.04684956077345	0.29696489488083	-1.19630859246363
C00832	-1.80414573910136	-0.756423185457657	-0.336457887184002	-1.54156349195509	-1.19717817545795	-0.211902378434942
C02992	0.269671251970674	1.33764980991407	0.878329389572214	0.950621892773812	-0.767813654501396	-1.35171068608935
C07258	-0.489947978372886	-0.0374102402222451	1.24798152588212	-0.525130273331634	-0.361524204181022	1.71970657862212
C05455	0.651090345700953	0.990725471996202	1.29684245903971	-0.0486395708583045	-0.357309807007122	0.502379510328156
C02133	-0.785571802811086	-0.719526986869221	2.22684718513662	-0.118657181003473	1.09707018229049	0.191581160719081
C07207	-1.54127443062388	0.996220859584969	-0.116145402561764	-0.651426817235779	-0.820990389114479	1.82396895539191
C06586	0.27669046041392	-1.41089988243789	0.986699169277194	0.338993531011185	1.20164214830031	-1.29727162315971
C07999	-1.22004364930565	0.633969903292283	-0.200518137188596	0.14347565398857	0.511455903443906	-0.227147635453364
C07245	-0.236454114552184	-0.921012439956277	-1.24965814910455	1.18205703879706	0.552339736294709	-2.34931382830248
C08090	0.696435429542196	-0.101694731396094	-0.530498501544919	-2.56921868603113	-0.688498657414022	0.900459777168027
C04484	-0.628196210524795	0.152081882319966	1.68009657192047	1.13653017255104	2.4104048934726	-0.818109900933621
C00287	1.45424707144432	-1.15459190920093	-1.43766007299692	-0.904649354984121	-1.40750053590148	0.648163790618911
C01708	-1.53427624814922	-1.56273464139028	1.49295486714553	-1.11092791341901	-0.0700896834471143	0.988621305094985
C02645	-0.891735735152989	0.0606544122932345	0.514146885784379	0.128034454030957	-0.794556040571436	0.421920426880118
C01639	-1.11643277743854	0.993908753479364	-1.57911720230639	0.587808583177083	0.336049229937237	-0.831719682526618
C04849	-0.398196683323062	0.404871600956047	0.400812926668484	-1.29397798240294	-0.903215283634028	-0.965523751774304
C07539	-0.576076216844819	1.40757322274451	0.216509072331217	1.22883416067192	-1.81636451368858	-0.620662115720766
C08187	0.689844359920936	-0.175547918488767	-0.362397035467164	1.72494279492579	-0.378314477129389	0.762580278879536
C00483	1.51941351641035	0.57812308762428	-0.00120279397730746	0.969352536645326	0.0258458603706539	0.23421177505475
C11922	1.89907389406452	0.58656941596911	0.688739048843388	-1.03760319277841	-0.013058009679864	1.12502036952929
C01378	-0.465186841827824	-3.30254314482893	0.832790034829203	-0.376775977718482	1.67397402817534	-0.943906450452385
C02713	0.710577953547864	-0.672942355929078	1.45941351239227	1.05420859736141	0.196868862925671	0.212066096900992
C02391	-2.66157046757812	-1.54008253805606	1.55126547514469	-1.60842279076652	-1.30702100756642	1.08998433322311
C01563	0.378604001704258	0.571500645157007	0.71482863835224	0.7999165573364	-0.679573655560896	-0.857166813077853
